avg_default_sec,avg_ml_sec,avg_improvement_pct,monthly_compute_saved,monthly_tuning_saved,total_monthly_savings,annual_savings,ml_vs_default,ml_vs_aqe
16.07875,14.345749999999999,11.405000000000001,0.53,250,250.53,3006.35,34.60194866190655,41.94882694351345
