job_name,dataset,shuffle_partitions,executor_memory,executor_cores,default_parallelism,memory_fraction,execution_time_sec,timestamp
join,transactions_25m.csv,4,3g,4,32,0.6,34.339,2026-03-14 18:42:43
join,transactions_25m.csv,4,3g,4,32,0.8,34.568,2026-03-14 18:43:43
join,transactions_25m.csv,8,2g,2,8,0.6,31.363,2026-03-14 18:44:41
join,transactions_25m.csv,8,2g,2,8,0.8,29.133,2026-03-14 18:45:35
join,transactions_25m.csv,8,2g,2,32,0.6,32.362,2026-03-14 18:46:35
join,transactions_25m.csv,8,2g,2,32,0.8,30.288,2026-03-14 18:47:31
join,transactions_25m.csv,8,2g,4,8,0.6,30.722,2026-03-14 18:48:27
join,transactions_25m.csv,8,2g,4,8,0.8,30.335,2026-03-14 18:49:24
join,transactions_25m.csv,8,2g,4,32,0.6,31.41,2026-03-14 18:50:21
join,transactions_25m.csv,8,2g,4,32,0.8,28.969,2026-03-14 18:51:17
join,transactions_25m.csv,8,3g,2,8,0.6,31.463,2026-03-14 18:52:15
join,transactions_25m.csv,8,3g,2,8,0.8,28.012,2026-03-14 18:53:09
join,transactions_25m.csv,8,3g,2,32,0.6,31.603,2026-03-14 18:54:07
join,transactions_25m.csv,8,3g,2,32,0.8,28.904,2026-03-14 18:55:02
join,transactions_25m.csv,8,3g,4,8,0.6,31.853,2026-03-14 18:56:00
join,transactions_25m.csv,8,3g,4,8,0.8,28.94,2026-03-14 18:56:56
join,transactions_25m.csv,8,3g,4,32,0.6,31.046,2026-03-14 18:57:54
join,transactions_25m.csv,8,3g,4,32,0.8,29.956,2026-03-14 18:58:49
join,transactions_25m.csv,16,2g,2,8,0.6,30.088,2026-03-14 18:59:45
join,transactions_25m.csv,16,2g,2,8,0.8,30.489,2026-03-14 19:00:41
join,transactions_25m.csv,16,2g,2,32,0.6,31.045,2026-03-14 19:01:39
join,transactions_25m.csv,16,2g,2,32,0.8,34.734,2026-03-14 19:02:43
join,transactions_25m.csv,16,2g,4,8,0.6,34.49,2026-03-14 19:03:48
